,tasks,dbpedia_text_exact_match,best_coef,dbpedia_text_macro_f1,mnli_text_exact_match,mnli_text_macro_f1,qnli_text_exact_match,qnli_text_f1,sst2_text_exact_match,sst2_text_f1,trec_coarse_text_exact_match,trec_coarse_text_macro_f1,yelp_polarity_text_exact_match,yelp_polarity_text_f1
0,dbpedia_text,0.9909285714285714,1.0,0.9909230931702194,,,,,,,,,,
1,dbpedia_text qnli_text,0.9670285714285715,0.35000000000000003,0.9670723879492468,,,0.8843126487278052,0.8749505342303127,,,,,,
2,dbpedia_text sst2_text,0.9908,0.9,0.9907879816836641,,,,,0.0,0.0,,,,
3,dbpedia_text trec_coarse_text,0.9909,0.75,0.9909009006579651,,,,,,,0.0,0.0,,
4,mnli_text,,1.0,,0.8530820173204279,0.8522192472566097,,,,,,,,
5,mnli_text dbpedia_text,0.8802428571428571,0.9500000000000001,0.8603313647739457,0.6192562404482934,0.6212924447662593,,,,,,,,
6,mnli_text qnli_text,,0.8500000000000001,,0.8456444218033622,0.8459431346552613,0.9017023613399231,0.9071416219955041,,,,,,
7,mnli_text sst2_text,,0.8,,0.85206316861946,0.8518792439803066,,,0.0,0.0,,,,
8,mnli_text trec_coarse_text,,0.7000000000000001,,0.8521650534895568,0.8519392943847963,,,,,0.0,0.0,,
9,mnli_text yelp_polarity_text,,0.25,,0.6183392766174223,0.6128490895253421,,,,,,,0.9478684210526316,0.9463623317899981
10,qnli_text,,1.0,,,,0.9335529928610653,0.9338195077484046,,,,,,
11,qnli_text sst2_text,,0.5,,,,0.9306241991579718,0.929619312906221,0.9311926605504587,0.9328859060402684,,,,
12,qnli_text trec_coarse_text,,0.75,,,,0.9249496613582281,0.9237351190476191,,,0.096,0.15707070707070706,,
13,sst2_text,,1.0,,,,,,0.9369266055045872,0.9392265193370165,,,,
14,trec_coarse_text,,1.0,,,,,,,,0.972,0.9746270247229325,,
15,trec_coarse_text sst2_text,,0.45,,,,,,0.9403669724770642,0.9419642857142857,0.0,0.0,,
16,yelp_polarity_text,,1.0,,,,,,,,,,0.9711842105263158,0.9711804184761152
17,yelp_polarity_text dbpedia_text,0.0,0.5,0.0,,,,,,,,,0.944921052631579,0.9467579049121111
18,yelp_polarity_text qnli_text,,0.35000000000000003,,,,0.9245835621453414,0.9268725594604188,,,,,0.9614736842105264,0.9613944412214546
19,yelp_polarity_text sst2_text,,0.9500000000000001,,,,,,0.9071100917431193,0.9065743944636678,,,0.9697894736842105,0.9699460704748938
20,yelp_polarity_text trec_coarse_text,,0.9,,,,,,,,0.0,0.0,0.9707894736842105,0.9707263041299646
