,tasks,dbpedia_text_exact_match,best_coef,dbpedia_text_macro_f1,mnli_text_exact_match,mnli_text_macro_f1,qnli_text_exact_match,qnli_text_f1,sst2_text_exact_match,sst2_text_f1,trec_coarse_text_exact_match,trec_coarse_text_macro_f1,yelp_polarity_text_exact_match,yelp_polarity_text_f1
0,dbpedia_text,0.9901428571428571,1.0,0.9901434506621019,,,,,,,,,,
1,dbpedia_text qnli_text,0.9480714285714286,0.4,0.9580179012101668,,,0.76203551162365,0.6964035497431107,,,,,,
2,dbpedia_text sst2_text,0.9903285714285714,0.8500000000000001,0.9903302260137874,,,,,0.0,0.0,,,,
3,dbpedia_text trec_coarse_text,0.9900142857142857,0.7000000000000001,0.9900250511888304,,,,,,,0.0,0.0,,
4,mnli_text,,1.0,,0.8543046357615894,0.8534946823939209,,,,,,,,
5,mnli_text dbpedia_text,0.8679714285714286,0.9,0.8596985253638046,0.6256749872643912,0.6318000317440814,,,,,,,,
6,mnli_text qnli_text,,0.9500000000000001,,0.8480896586856852,0.8483106806637631,0.9002379644883763,0.9046035357955539,,,,,,
7,mnli_text sst2_text,,0.9,,0.8508405501782985,0.8505749070017118,,,0.0,0.0,,,,
8,mnli_text trec_coarse_text,,0.75,,0.8516556291390729,0.8514238389741896,,,,,0.0,0.0,,
9,mnli_text yelp_polarity_text,,1.0,,0.6029546612328069,0.6003318043250699,,,,,,,0.9618157894736842,0.9623087513312725
10,qnli_text,,1.0,,,,0.9341021416803954,0.9342105263157895,,,,,,
11,qnli_text sst2_text,,0.5,,,,0.9331868936481786,0.9333089713137219,0.9311926605504587,0.9330357142857142,,,,
12,qnli_text trec_coarse_text,,0.30000000000000004,,,,0.932820794435292,0.9325987144168961,,,0.0,0.0,,
13,sst2_text,,1.0,,,,,,0.9403669724770642,0.941834451901566,,,,
14,trec_coarse_text,,1.0,,,,,,,,0.944,0.9324516408040419,,
15,trec_coarse_text sst2_text,,0.75,,,,,,0.9415137614678899,0.9432703003337041,0.0,0.0,,
16,yelp_polarity_text,,1.0,,,,,,,,,,0.9722631578947368,0.9721796969856938
17,yelp_polarity_text dbpedia_text,0.0,1.0,0.0,,,,,,,,,0.9576578947368422,0.9582001922427454
18,yelp_polarity_text qnli_text,,0.5,,,,0.9181768259198243,0.9210665724880804,,,,,0.9683157894736842,0.968340783591901
19,yelp_polarity_text sst2_text,,0.30000000000000004,,,,,,0.9185779816513762,0.9195922989807475,,,0.958,0.9582504970178926
20,yelp_polarity_text trec_coarse_text,,1.0,,,,,,,,0.0,0.0,0.9707105263157895,0.97078510118907
