,tasks,dbpedia_text_exact_match,best_coef,dbpedia_text_macro_f1,mnli_text_exact_match,mnli_text_macro_f1,qnli_text_exact_match,qnli_text_f1,sst2_text_exact_match,sst2_text_f1,trec_coarse_text_exact_match,trec_coarse_text_macro_f1,yelp_polarity_text_exact_match,yelp_polarity_text_f1
0,dbpedia_text,0.9906714285714285,1.0,0.9906653421851077,,,,,,,,,,
1,dbpedia_text qnli_text,0.9707142857142858,0.4,0.9709117110487345,,,0.7977301848801025,0.7546080390850545,,,,,,
2,dbpedia_text sst2_text,0.9906285714285714,0.75,0.9906263275960389,,,,,0.0,0.0,,,,
3,dbpedia_text trec_coarse_text,0.9904428571428572,0.75,0.9904461314627317,,,,,,,0.0,0.0,,
4,mnli_text,,1.0,,0.8533876719307183,0.8524901219152191,,,,,,,,
5,mnli_text dbpedia_text,0.5811714285714286,0.8500000000000001,0.597398541095532,0.687111563932756,0.6877759753854598,,,,,,,,
6,mnli_text qnli_text,,0.8,,0.8467651553744269,0.8469003028385537,0.8892549881017756,0.8956716675288843,,,,,,
7,mnli_text sst2_text,,0.9,,0.8532857870606215,0.8527942218729384,,,0.0,0.0,,,,
8,mnli_text trec_coarse_text,,0.65,,0.85206316861946,0.8518427905997096,,,,,0.0,0.0,,
9,mnli_text yelp_polarity_text,,0.9500000000000001,,0.6470708099847172,0.6510504585499423,,,,,,,0.9573684210526315,0.9581827568404748
10,qnli_text,,1.0,,,,0.9322716456159619,0.9324571011317998,,,,,,
11,qnli_text sst2_text,,0.65,,,,0.929159802306425,0.9280267807327506,0.9357798165137615,0.9376391982182628,,,,
12,qnli_text trec_coarse_text,,0.45,,,,0.9264140582097748,0.9249720044792833,,,0.228,0.23186632208371338,,
13,sst2_text,,1.0,,,,,,0.9369266055045872,0.939091915836102,,,,
14,trec_coarse_text,,1.0,,,,,,,,0.96,0.9640936842972793,,
15,trec_coarse_text sst2_text,,0.45,,,,,,0.9323394495412844,0.9352360043907794,0.0,0.0,,
16,yelp_polarity_text,,1.0,,,,,,,,,,0.9712368421052632,0.9712693531004389
17,yelp_polarity_text dbpedia_text,0.0,0.55,0.0,,,,,,,,,0.956078947368421,0.9565805562059367
18,yelp_polarity_text qnli_text,,0.4,,,,0.920190371590701,0.9204959883296863,,,,,0.9628421052631579,0.9632138390996248
19,yelp_polarity_text sst2_text,,0.9500000000000001,,,,,,0.8944954128440367,0.8959276018099547,,,0.9701842105263158,0.9703022201252917
20,yelp_polarity_text trec_coarse_text,,0.65,,,,,,,,0.0,0.0,0.9704473684210526,0.9705504418744919
