,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9885,,,,,
1,mnli,,0.8493122771268466,,,,
2,qnli,,,0.885227896760022,,,
3,sst2,,,,0.8922018348623854,,
4,trec_coarse,,,,,0.02,
5,yelp_polarity,,,,,,0.9665263157894737
