,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9910285714285715,,,,,
1,mnli,,0.8429954151808456,,,,
2,qnli,,,0.9295259015193117,,,
3,sst2,,,,0.9277522935779816,,
4,trec_coarse,,,,,0.924,
5,yelp_polarity,,,,,,0.9695
