,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9905142857142857,,,,,
1,mnli,,0.8464595007641366,,,,
2,qnli,,,0.4958813838550247,,,
3,sst2,,,,0.9036697247706422,,
4,trec_coarse,,,,,0.004,
5,yelp_polarity,,,,,,0.962078947368421
