,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9896428571428572,,,,,
1,mnli,,0.8490066225165563,,,,
2,qnli,,,0.9112209408749771,,,
3,sst2,,,,0.8784403669724771,,
4,trec_coarse,,,,,0.004,
5,yelp_polarity,,,,,,0.9642105263157895
