,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9895571428571428,,,,,
1,mnli,,0.8471726948548141,,,,
2,qnli,,,0.9051803038623467,,,
3,sst2,,,,0.8979357798165137,,
4,trec_coarse,,,,,0.0,
5,yelp_polarity,,,,,,0.9685263157894737
