,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9904,,,,,
1,mnli,,0.8433010697911361,,,,
2,qnli,,,0.5820977484898407,,,
3,sst2,,,,0.8612385321100917,,
4,trec_coarse,,,,,0.004,
5,yelp_polarity,,,,,,0.9684473684210526
