,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9897,,,,,
1,mnli,,0.8485990830361692,,,,
2,qnli,,,0.9275123558484349,,,
3,sst2,,,,0.893348623853211,,
4,trec_coarse,,,,,0.004,
5,yelp_polarity,,,,,,0.9686842105263158
