,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9905285714285714,,,,,
1,mnli,,0.8475802343352012,,,,
2,qnli,,,0.9167124290682775,,,
3,sst2,,,,0.7717889908256881,,
4,trec_coarse,,,,,0.036,
5,yelp_polarity,,,,,,0.9678157894736842
