,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9905142857142857,,,,,
1,mnli,,0.8449312277126847,,,,
2,qnli,,,0.9298920007321985,,,
3,sst2,,,,0.9208715596330275,,
4,trec_coarse,,,,,0.932,
5,yelp_polarity,,,,,,0.969078947368421
