,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9904428571428572,,,,,
1,mnli,,0.8439123790117168,,,,
2,qnli,,,0.9024345597656965,,,
3,sst2,,,,0.8967889908256881,,
4,trec_coarse,,,,,0.004,
5,yelp_polarity,,,,,,0.9679210526315789
