,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9897571428571429,,,,,
1,mnli,,0.848191543555782,,,,
2,qnli,,,0.9037159070108,,,
3,sst2,,,,0.8772935779816514,,
4,trec_coarse,,,,,0.0,
5,yelp_polarity,,,,,,0.9652105263157895
