,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9903714285714286,,,,,
1,mnli,,0.8441161487519103,,,,
2,qnli,,,0.8680212337543475,,,
3,sst2,,,,0.9105504587155964,,
4,trec_coarse,,,,,0.012,
5,yelp_polarity,,,,,,0.9586578947368422
