,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9892285714285715,,,,,
1,mnli,,0.8499235863474274,,,,
2,qnli,,,0.8702178290316676,,,
3,sst2,,,,0.8841743119266054,,
4,trec_coarse,,,,,0.02,
5,yelp_polarity,,,,,,0.9641842105263158
