,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9881571428571428,,,,,
1,mnli,,0.8479877738155884,,,,
2,qnli,,,0.9088412959912137,,,
3,sst2,,,,0.7958715596330275,,
4,trec_coarse,,,,,0.004,
5,yelp_polarity,,,,,,0.9672105263157895
