,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9901,,,,,
1,mnli,,0.8433010697911361,,,,
2,qnli,,,0.8945634266886326,,,
3,sst2,,,,0.8061926605504587,,
4,trec_coarse,,,,,0.004,
5,yelp_polarity,,,,,,0.9685263157894737
