,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9890142857142857,,,,,
1,mnli,,0.8492103922567499,,,,
2,qnli,,,0.9196412227713711,,,
3,sst2,,,,0.9162844036697247,,
4,trec_coarse,,,,,0.0,
5,yelp_polarity,,,,,,0.968657894736842
