,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9903,,,,,
1,mnli,,0.8446255731023943,,,,
2,qnli,,,0.8806516565989383,,,
3,sst2,,,,0.8944954128440367,,
4,trec_coarse,,,,,0.0,
5,yelp_polarity,,,,,,0.9691842105263158
