,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9902571428571428,,,,,
1,mnli,,0.844727457972491,,,,
2,qnli,,,0.8888888888888888,,,
3,sst2,,,,0.6915137614678899,,
4,trec_coarse,,,,,0.032,
5,yelp_polarity,,,,,,0.9681052631578947
