,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9898,,,,,
1,mnli,,0.8439123790117168,,,,
2,qnli,,,0.879919458173165,,,
3,sst2,,,,0.6169724770642202,,
4,trec_coarse,,,,,0.004,
5,yelp_polarity,,,,,,0.9681578947368421
