,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9888571428571429,,,,,
1,mnli,,0.8497198166072338,,,,
2,qnli,,,0.8993227164561596,,,
3,sst2,,,,0.9174311926605505,,
4,trec_coarse,,,,,0.008,
5,yelp_polarity,,,,,,0.9636842105263158
