,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9891857142857143,,,,,
1,mnli,,0.8491085073866531,,,,
2,qnli,,,0.9073768991396669,,,
3,sst2,,,,0.8704128440366973,,
4,trec_coarse,,,,,0.0,
5,yelp_polarity,,,,,,0.967657894736842
