,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9906,,,,,
1,mnli,,0.8426897605705552,,,,
2,qnli,,,0.8094453596924767,,,
3,sst2,,,,0.9128440366972477,,
4,trec_coarse,,,,,0.0,
5,yelp_polarity,,,,,,0.9611842105263158
