,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9899285714285714,,,,,
1,mnli,,0.8489047376464595,,,,
2,qnli,,,0.8916346329855391,,,
3,sst2,,,,0.643348623853211,,
4,trec_coarse,,,,,0.008,
5,yelp_polarity,,,,,,0.9675789473684211
