,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9903571428571428,,,,,
1,mnli,,0.8471726948548141,,,,
2,qnli,,,0.9040820062236866,,,
3,sst2,,,,0.6399082568807339,,
4,trec_coarse,,,,,0.004,
5,yelp_polarity,,,,,,0.9681842105263158
