,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9904857142857143,,,,,
1,mnli,,0.8433010697911361,,,,
2,qnli,,,0.9079260479589969,,,
3,sst2,,,,0.9162844036697247,,
4,trec_coarse,,,,,0.008,
5,yelp_polarity,,,,,,0.9692894736842105
