,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9898285714285714,,,,,
1,mnli,,0.8448293428425879,,,,
2,qnli,,,0.9240344133260113,,,
3,sst2,,,,0.908256880733945,,
4,trec_coarse,,,,,0.004,
5,yelp_polarity,,,,,,0.9679210526315789
