,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9894142857142857,,,,,
1,mnli,,0.8488028527763627,,,,
2,qnli,,,0.9068277503203368,,,
3,sst2,,,,0.8073394495412844,,
4,trec_coarse,,,,,0.004,
5,yelp_polarity,,,,,,0.9675789473684211
