,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9893142857142857,,,,,
1,mnli,,0.8482934284258787,,,,
2,qnli,,,0.8907193849533224,,,
3,sst2,,,,0.9013761467889908,,
4,trec_coarse,,,,,0.0,
5,yelp_polarity,,,,,,0.9641578947368421
