,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9898571428571429,,,,,
1,mnli,,0.8468670402445236,,,,
2,qnli,,,0.7570931722496796,,,
3,sst2,,,,0.9036697247706422,,
4,trec_coarse,,,,,0.02,
5,yelp_polarity,,,,,,0.9659210526315789
