,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9884857142857143,,,,,
1,mnli,,0.8492103922567499,,,,
2,qnli,,,0.9084751967783269,,,
3,sst2,,,,0.9231651376146789,,
4,trec_coarse,,,,,0.036,
5,yelp_polarity,,,,,,0.9656578947368422
