,tasks,dbpedia_accuracy,mnli_accuracy,qnli_accuracy,sst2_accuracy,trec_coarse_accuracy,yelp_polarity_accuracy
0,dbpedia,0.9890857142857142,,,,,
1,mnli,,0.8454406520631687,,,,
2,qnli,,,0.9064616511074501,,,
3,sst2,,,,0.8761467889908257,,
4,trec_coarse,,,,,0.1,
5,yelp_polarity,,,,,,0.9671052631578947
